,Lead Origin,Lead Source,Do Not Email,Converted,TotalVisits,Total Time Spent on Website,Page Views Per Visit,Last Activity,Country,Specialization,How did you hear about X Education,What is your current occupation,What matters most to you in choosing a course,Tags,Lead Quality,Lead Profile,City,Asymmetrique Activity Index,Asymmetrique Profile Index,Asymmetrique Activity Score,Asymmetrique Profile Score,A free copy of Mastering The Interview,Last Notable Activity
5235,Landing Page Submission,Direct Traffic,No,0,4.0,75,4.0,Page Visited on Website,India,Marketing Management,Other,Other,Other,Other,Other,Other,Other Metro Cities,Other,Other,Other,Other,No,Page Visited on Website
5236,Landing Page Submission,Google,No,1,5.0,100,2.5,Email Opened,India,Finance Management,Word Of Mouth,Unemployed,Better Career Prospects,Lost to EINS,Might be,Select,Mumbai,02.Medium,01.High,15.0,18.0,No,Modified
5237,Landing Page Submission,Organic Search,Yes,0,3.0,1801,3.0,Email Bounced,India,Marketing Management,Other,Other,Other,Other,Other,Other,Tier II Cities,Other,Other,Other,Other,Yes,Modified
5238,Landing Page Submission,Direct Traffic,Yes,0,4.0,383,4.0,SMS Sent,Other,IT Projects Management,Select,Unemployed,Better Career Prospects,switched off,Other,Select,Other Cities of Maharashtra,Other,Other,Other,Other,No,SMS Sent
5239,API,Olark Chat,No,0,0.0,0,0.0,Email Opened,Other,Select,Select,Unemployed,Better Career Prospects,invalid number,Worst,Other Leads,Select,Other,Other,Other,Other,No,Email Opened
5240,Landing Page Submission,Google,No,1,11.0,1042,5.5,SMS Sent,India,Human Resource Management,Social Media,Unemployed,Better Career Prospects,Will revert after reading the email,Might be,Select,Mumbai,Other,Other,Other,Other,No,SMS Sent
5241,Landing Page Submission,testone,No,0,5.0,304,2.5,Page Visited on Website,India,Human Resource Management,Advertisements,Unemployed,Better Career Prospects,Not doing further education,Worst,Other Leads,Thane & Outskirts,Other,Other,Other,Other,No,Page Visited on Website
5242,API,Google,No,0,6.0,263,1.2,Page Visited on Website,India,Select,Select,Unemployed,Better Career Prospects,Diploma holder (Not Eligible),Other,Select,Select,Other,Other,Other,Other,No,Page Visited on Website
5243,API,Google,No,0,2.0,161,2.0,Unsubscribed,India,Select,Select,Unemployed,Better Career Prospects,Interested in other courses,Worst,Other Leads,Select,Other,Other,Other,Other,No,Modified
5244,Landing Page Submission,Direct Traffic,No,0,6.0,158,3.0,SMS Sent,India,"Banking, Investment And Insurance",Select,Unemployed,Better Career Prospects,Ringing,Other,Select,Mumbai,Other,Other,Other,Other,Yes,SMS Sent
5245,Landing Page Submission,Organic Search,No,0,8.0,137,8.0,Page Visited on Website,India,Finance Management,Other,Other,Other,Other,Other,Other,Thane & Outskirts,Other,Other,Other,Other,Yes,Modified
5246,Landing Page Submission,Google,Yes,0,5.0,333,5.0,SMS Sent,India,Healthcare Management,Select,Unemployed,Better Career Prospects,Ringing,Other,Select,Mumbai,Other,Other,Other,Other,No,SMS Sent
5247,Landing Page Submission,Direct Traffic,Yes,0,2.0,108,2.0,SMS Sent,India,Operations Management,Select,Unemployed,Better Career Prospects,Ringing,Not Sure,Select,Mumbai,Other,Other,Other,Other,No,SMS Sent
5248,Landing Page Submission,Google,No,0,6.0,397,6.0,SMS Sent,India,Operations Management,Multiple Sources,Other,Other,Other,Other,Other,Thane & Outskirts,Other,Other,Other,Other,No,Modified
5249,Landing Page Submission,Direct Traffic,Yes,0,1.0,907,1.0,Email Bounced,United States,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,No,Modified
5250,Landing Page Submission,Google,No,0,4.0,692,4.0,Email Opened,India,Human Resource Management,Word Of Mouth,Unemployed,Better Career Prospects,Will revert after reading the email,Other,Select,Thane & Outskirts,Other,Other,Other,Other,No,Email Opened
5251,Landing Page Submission,Google,No,1,4.0,1304,4.0,Email Opened,India,Finance Management,Other,Unemployed,Better Career Prospects,Will revert after reading the email,Low in Relevance,Potential Lead,Mumbai,Other,Other,Other,Other,No,Email Opened
5252,Landing Page Submission,Direct Traffic,No,1,6.0,223,2.0,SMS Sent,India,Marketing Management,Multiple Sources,Unemployed,Better Career Prospects,Busy,Not Sure,Select,Mumbai,Other,Other,Other,Other,Yes,SMS Sent
5253,Lead Add Form,Other,Yes,1,0.0,0,0.0,SMS Sent,Other,Select,Select,Unemployed,Better Career Prospects,Other,Other,Select,Select,Other,Other,Other,Other,No,SMS Sent
5254,Landing Page Submission,Organic Search,No,0,4.0,296,4.0,Email Opened,India,Finance Management,Other,Other,Other,Other,Other,Other,Other Cities,Other,Other,Other,Other,No,Email Opened
5255,Landing Page Submission,Direct Traffic,No,1,9.0,1022,1.5,Page Visited on Website,India,Supply Chain Management,Select,Unemployed,Better Career Prospects,Ringing,Other,Select,Mumbai,Other,Other,Other,Other,Yes,Page Visited on Website
5256,API,Google,No,0,3.0,248,3.0,SMS Sent,India,Select,Select,Unemployed,Better Career Prospects,Ringing,Other,Select,Select,Other,Other,Other,Other,No,SMS Sent
5257,API,Olark Chat,No,0,0.0,0,0.0,Email Opened,Other,Select,Select,Unemployed,Better Career Prospects,Ringing,Other,Select,Select,Other,Other,Other,Other,No,Email Opened
5258,API,Google,No,1,3.0,1660,1.5,Email Opened,India,Finance Management,Select,Unemployed,Better Career Prospects,Will revert after reading the email,Low in Relevance,Potential Lead,Other Cities,Other,Other,Other,Other,No,Email Opened
5259,API,Olark Chat,No,1,0.0,0,0.0,Email Opened,Other,Finance Management,Select,Unemployed,Better Career Prospects,Will revert after reading the email,High in Relevance,Potential Lead,Mumbai,Other,Other,Other,Other,No,Email Opened
5260,API,Olark Chat,No,0,17.0,869,1.21,Page Visited on Website,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,No,Page Visited on Website
5261,Landing Page Submission,Direct Traffic,No,0,10.0,360,2.5,Email Opened,India,Finance Management,Select,Unemployed,Better Career Prospects,Ringing,Other,Select,Other Metro Cities,Other,Other,Other,Other,Yes,Email Opened
5262,Landing Page Submission,Direct Traffic,No,0,6.0,353,6.0,Email Opened,India,E-Business,Select,Unemployed,Better Career Prospects,Diploma holder (Not Eligible),Low in Relevance,Other Leads,Other Metro Cities,Other,Other,Other,Other,Yes,Email Opened
5263,Landing Page Submission,Google,No,1,4.0,1547,4.0,SMS Sent,India,Human Resource Management,Word Of Mouth,Unemployed,Better Career Prospects,Will revert after reading the email,High in Relevance,Potential Lead,Mumbai,02.Medium,01.High,14.0,20.0,No,SMS Sent
5264,API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,No,Modified
5265,Landing Page Submission,Direct Traffic,No,0,5.0,420,5.0,Converted to Lead,India,Select,Online Search,Other,Other,Other,Other,Other,Thane & Outskirts,Other,Other,Other,Other,No,Modified
5266,API,Direct Traffic,No,1,3.0,1759,3.0,Email Opened,India,Human Resource Management,Select,Unemployed,Better Career Prospects,Will revert after reading the email,High in Relevance,Potential Lead,Select,02.Medium,02.Medium,14.0,16.0,No,Email Opened
5267,Landing Page Submission,Direct Traffic,No,0,2.0,65,2.0,SMS Sent,India,Travel and Tourism,Select,Unemployed,Better Career Prospects,switched off,Not Sure,Select,Mumbai,Other,Other,Other,Other,Yes,SMS Sent
5268,Landing Page Submission,Direct Traffic,Yes,0,3.0,53,3.0,Email Bounced,India,E-COMMERCE,Select,Unemployed,Better Career Prospects,Already a student,Worst,Student of SomeSchool,Mumbai,Other,Other,Other,Other,No,Modified
5269,API,Olark Chat,No,0,0.0,0,0.0,SMS Sent,Other,Select,Select,Unemployed,Better Career Prospects,Ringing,Other,Select,Select,Other,Other,Other,Other,No,SMS Sent
5270,Landing Page Submission,Direct Traffic,No,1,4.0,1445,4.0,SMS Sent,India,Healthcare Management,Other,Other,Other,Other,Other,Other,Mumbai,Other,Other,Other,Other,Yes,SMS Sent
5271,Landing Page Submission,Direct Traffic,No,0,2.0,1289,2.0,Email Opened,India,Finance Management,Select,Unemployed,Better Career Prospects,Not doing further education,Might be,Select,Other Cities,Other,Other,Other,Other,Yes,Email Opened
5272,Landing Page Submission,Direct Traffic,No,1,4.0,949,4.0,Email Opened,India,International Business,Select,Unemployed,Better Career Prospects,Will revert after reading the email,Might be,Select,Other Metro Cities,Other,Other,Other,Other,Yes,Email Opened
5273,API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Other,Other,Other,Other,Other,Other,Other,Other,Other,02.Medium,02.Medium,15.0,15.0,No,Modified
5274,Landing Page Submission,Direct Traffic,No,0,6.0,243,6.0,Page Visited on Website,India,International Business,Select,Unemployed,Better Career Prospects,Interested in other courses,Worst,Other Leads,Mumbai,Other,Other,Other,Other,Yes,Modified
5275,Landing Page Submission,Direct Traffic,No,1,2.0,1449,2.0,SMS Sent,India,Marketing Management,Select,Unemployed,Better Career Prospects,Busy,Not Sure,Select,Other Cities,Other,Other,Other,Other,Yes,SMS Sent
5276,Lead Add Form,Reference,No,1,1.0,886,1.0,SMS Sent,Other,Finance Management,Select,Unemployed,Better Career Prospects,Will revert after reading the email,High in Relevance,Potential Lead,Mumbai,Other,Other,Other,Other,No,SMS Sent
5277,API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Other,Select,Select,Unemployed,Better Career Prospects,Ringing,Other,Select,Select,Other,Other,Other,Other,No,Olark Chat Conversation
5278,API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Other,Select,Select,Unemployed,Better Career Prospects,Other,Other,Select,Select,Other,Other,Other,Other,No,Modified
5279,Landing Page Submission,Direct Traffic,Yes,0,2.0,195,2.0,Email Bounced,India,Select,Advertisements,Other,Other,Other,Other,Other,Mumbai,Other,Other,Other,Other,No,Modified
5280,Landing Page Submission,Direct Traffic,No,0,5.0,391,1.25,Page Visited on Website,India,Marketing Management,Select,Unemployed,Better Career Prospects,opp hangup,Other,Select,Mumbai,Other,Other,Other,Other,Yes,Page Visited on Website
5281,Landing Page Submission,Direct Traffic,No,0,2.0,1213,2.0,Form Submitted on Website,India,Finance Management,Select,Unemployed,Better Career Prospects,Already a student,Worst,Student of SomeSchool,Mumbai,Other,Other,Other,Other,Yes,Modified
5282,Landing Page Submission,Organic Search,No,0,3.0,1109,3.0,SMS Sent,India,Business Administration,Select,Unemployed,Better Career Prospects,Ringing,Other,Select,Mumbai,Other,Other,Other,Other,Yes,SMS Sent
5283,Landing Page Submission,Direct Traffic,Yes,0,74.0,1209,12.33,Page Visited on Website,India,Select,Advertisements,Unemployed,Better Career Prospects,Not doing further education,Not Sure,Select,Thane & Outskirts,Other,Other,Other,Other,No,Page Visited on Website
5284,API,Organic Search,No,1,7.0,1061,3.5,SMS Sent,India,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,No,SMS Sent
5285,Landing Page Submission,Direct Traffic,Yes,0,1.0,231,1.0,Email Bounced,India,Supply Chain Management,Other,Other,Other,Other,Other,Other,Mumbai,Other,Other,Other,Other,Yes,Modified
5286,API,Google,No,1,2.0,1241,1.0,SMS Sent,India,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,No,SMS Sent
5287,Landing Page Submission,Direct Traffic,No,0,4.0,209,4.0,Email Opened,India,Media and Advertising,Select,Unemployed,Better Career Prospects,Not doing further education,Other,Select,Other Cities,Other,Other,Other,Other,Yes,Email Opened
5288,Landing Page Submission,Google,No,0,4.0,690,4.0,Email Opened,India,Select,Other,Unemployed,Better Career Prospects,Not doing further education,Worst,Other Leads,Mumbai,Other,Other,Other,Other,No,Email Opened
5289,Landing Page Submission,Direct Traffic,Yes,0,5.0,29,5.0,Page Visited on Website,India,IT Projects Management,Select,Unemployed,Better Career Prospects,Not doing further education,Worst,Other Leads,Mumbai,Other,Other,Other,Other,Yes,Modified
5290,Landing Page Submission,Direct Traffic,No,1,7.0,1123,7.0,Email Opened,India,Finance Management,Select,Unemployed,Better Career Prospects,Lost to EINS,Other,Select,Other Cities,Other,Other,Other,Other,Yes,Modified
5291,API,Google,No,1,3.0,1287,1.5,SMS Sent,India,Select,Select,Unemployed,Better Career Prospects,Will revert after reading the email,Not Sure,Select,Select,Other,Other,Other,Other,No,SMS Sent
5292,Lead Add Form,Reference,No,1,0.0,0,0.0,SMS Sent,Other,Marketing Management,Select,Unemployed,Better Career Prospects,Will revert after reading the email,High in Relevance,Potential Lead,Mumbai,Other,Other,Other,Other,No,SMS Sent
5293,Lead Add Form,Reference,No,1,1.0,1770,1.0,Email Link Clicked,Other,Healthcare Management,Select,Unemployed,Better Career Prospects,Closed by Horizzon,High in Relevance,Potential Lead,Mumbai,Other,Other,Other,Other,No,Email Link Clicked
5294,Landing Page Submission,Google,No,0,4.0,107,4.0,SMS Sent,India,Media and Advertising,Online Search,Unemployed,Better Career Prospects,switched off,Not Sure,Select,Mumbai,Other,Other,Other,Other,No,SMS Sent
5295,Landing Page Submission,Google,No,0,3.0,295,3.0,Page Visited on Website,India,Supply Chain Management,Student of SomeSchool,Unemployed,Better Career Prospects,Already a student,Worst,Student of SomeSchool,Mumbai,Other,Other,Other,Other,No,Modified
5296,Landing Page Submission,Direct Traffic,No,0,2.0,265,2.0,Email Opened,India,Supply Chain Management,Other,Other,Other,Other,Other,Other,Thane & Outskirts,Other,Other,Other,Other,Yes,Email Opened
5297,API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,No,Modified
5298,Landing Page Submission,Direct Traffic,Yes,0,3.0,191,3.0,Page Visited on Website,India,Finance Management,Other,Other,Other,Other,Other,Other,Mumbai,Other,Other,Other,Other,No,Modified
5299,API,Organic Search,No,0,6.0,54,2.0,SMS Sent,Italy,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,No,SMS Sent
5300,Lead Add Form,Reference,No,0,0.0,0,0.0,SMS Sent,Other,International Business,Select,Unemployed,Better Career Prospects,Ringing,Other,Select,Select,Other,Other,Other,Other,No,SMS Sent
5301,API,Google,No,0,3.0,79,1.5,SMS Sent,India,Other,Other,Other,Other,Other,Other,Other,Other,02.Medium,02.Medium,13.0,15.0,No,Modified
5302,API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,No,Modified
5303,Landing Page Submission,Direct Traffic,No,0,6.0,288,3.0,Email Opened,Bahrain,Marketing Management,Online Search,Unemployed,Better Career Prospects,switched off,Other,Select,Thane & Outskirts,Other,Other,Other,Other,No,Email Opened
5304,Landing Page Submission,Google,No,1,3.0,1379,3.0,SMS Sent,India,Human Resource Management,Online Search,Unemployed,Better Career Prospects,Will revert after reading the email,High in Relevance,Potential Lead,Mumbai,Other,Other,Other,Other,No,SMS Sent
5305,Landing Page Submission,Direct Traffic,No,0,4.0,296,4.0,Email Opened,India,Marketing Management,Select,Unemployed,Better Career Prospects,Not doing further education,Worst,Select,Thane & Outskirts,Other,Other,Other,Other,Yes,Email Opened
5306,Landing Page Submission,Direct Traffic,No,0,3.0,1127,3.0,SMS Sent,India,Travel and Tourism,Other,Other,Other,Other,Other,Other,Other Cities,Other,Other,Other,Other,Yes,SMS Sent
5307,Landing Page Submission,Direct Traffic,Yes,0,8.0,1814,2.67,SMS Sent,India,Finance Management,Select,Unemployed,Better Career Prospects,switched off,Might be,Select,Mumbai,Other,Other,Other,Other,No,SMS Sent
5308,Landing Page Submission,Direct Traffic,No,0,12.0,142,4.0,Email Opened,India,IT Projects Management,Select,Unemployed,Better Career Prospects,Busy,Not Sure,Select,Other Cities,Other,Other,Other,Other,Yes,Email Opened
5309,Landing Page Submission,Direct Traffic,No,0,2.0,63,2.0,SMS Sent,India,Business Administration,Other,Other,Other,Other,Other,Other,Other Cities,Other,Other,Other,Other,Yes,Modified
5310,Landing Page Submission,Direct Traffic,No,0,4.0,101,4.0,SMS Sent,Qatar,International Business,Select,Unemployed,Better Career Prospects,Ringing,Other,Select,Other Cities,Other,Other,Other,Other,Yes,SMS Sent
5311,API,Olark Chat,No,0,0.0,0,0.0,Email Link Clicked,Other,Select,Select,Unemployed,Better Career Prospects,Other,Other,Select,Select,Other,Other,Other,Other,No,Email Link Clicked
5312,Landing Page Submission,Google,No,1,3.0,380,3.0,SMS Sent,India,Marketing Management,Word Of Mouth,Other,Other,Other,Other,Other,Mumbai,Other,Other,Other,Other,No,SMS Sent
5313,Landing Page Submission,Organic Search,No,1,9.0,1562,3.0,Olark Chat Conversation,India,Marketing Management,Select,Unemployed,Better Career Prospects,Lost to EINS,Not Sure,Select,Mumbai,Other,Other,Other,Other,Yes,Modified
5314,Landing Page Submission,Direct Traffic,No,1,3.0,1152,3.0,Email Opened,India,Supply Chain Management,Select,Unemployed,Better Career Prospects,Will revert after reading the email,High in Relevance,Potential Lead,Thane & Outskirts,Other,Other,Other,Other,Yes,Email Opened
5315,Landing Page Submission,Direct Traffic,No,1,2.0,280,2.0,SMS Sent,India,Finance Management,Select,Unemployed,Better Career Prospects,Busy,Not Sure,Select,Mumbai,Other,Other,Other,Other,No,SMS Sent
5316,Landing Page Submission,Google,Yes,0,5.0,78,5.0,SMS Sent,India,IT Projects Management,Other,Other,Other,Other,Other,Other,Mumbai,Other,Other,Other,Other,No,SMS Sent
5317,Landing Page Submission,Direct Traffic,Yes,0,15.0,56,5.0,Page Visited on Website,India,Supply Chain Management,Other,Other,Other,Other,Other,Other,Mumbai,Other,Other,Other,Other,Yes,Modified
5318,Landing Page Submission,Direct Traffic,No,0,2.0,567,2.0,Page Visited on Website,India,IT Projects Management,Select,Unemployed,Better Career Prospects,Ringing,Not Sure,Select,Mumbai,Other,Other,Other,Other,Yes,Page Visited on Website
